Name_AR,Name_EN,Price,Brand_AR,Category_AR,Sub_Category_AR,Active_Ingredient,Requires_Fridge,Indications,Dosage
كال ماج 30 قرص مغلف,Cal Mag 30 Film Coated Tablets,177,N/A,الأدوية,صحة العظام و المفاصل,سيترات الكالسيوم+سيترات المغنيسيوم,No,الحفاظ على قوة العظام والأسنان دعم وظائف العضلات والأعصاب تقليل خطر الإصابة بهشاشة العظام تخفيف تشنجات العضلات تحسين جودة النوم,
بانثينول 2% كريم 50 جرام,Panthenol 2% Cream 50 gm,95,النيل,العناية بالبشرة و الجسم,مرطبات الجسم,N/A,No,يُستخدم كريم بانثينول 2% الموضعي لعلاج مجموعة متنوعة من حالات الجلد، بما في ذلك: الجلد الجاف والمتشقق الإكزيما التهاب الجلد الحروق الشمسية لدغات الحشرات التهيج بسبب الحلاقة طفح الحفاضات,
زوراكسون 1 جرام بودرة لعمل محلول للحقن الوريدي 1 فيال,Xoraxon 1 gm Powder For Solution For I.V Injection 1 Vial,56,شركة المهن الطبية,الأدوية,مضادات حيوية,سيفترياكسون,No,Ceftriaxone هو الجيل الثالث من السيفالوسبورين المضاد الحيوي. يتم استخدامه لعلاج مجموعة متنوعة من الالتهابات البكتيرية ، بما في ذلك الالتهاب الرئوي ، والتهاب السحايا ، والسيلان ، والتهابات المسالك البولية.,الجرعة المعتادة للسيفاكسون هي 1 جرام مرة واحدة يوميا.
سرنجة 20 سم,Syringe 20 Cm,8,N/A,الأجهزة والمستلزمات الطبية,كانيولا و سرنجات,N/A,No,,
أوميز 40 مجم 20 كبسولة,Omez 40 mg 20 Capsules,130,فاروفارما,الأدوية,مضادات الحموضة و قرحة المعدة,أوميبرازول,No,علاج القرح المعدي والاثني عشر إدارة مرض انسداد المريء والمعدة (GERD) تقليل إنتاج الحمض الزائد في المعدة,الجرعة الموصى بها هي كبسولة واحدة يومياً، ولكن يجب استشارة محترف الرعاية الصحية لتعديل الجرعة حسب الحاجة الفردية
كونكور كور 2.5 مجم 30 قرص مغلف,Concor Cor 2.5 mg 30 Film Coated Tablets,60,ميرك,الأدوية,أمراض القلب و الضغط و الدم,بيسوبرولول,No,علاج ارتفاع ضغط الدم (ارتفاع ضغط الدم). علاج الذبحة الصدرية المستقرة المزمنة. منع الإصابة المتكررة بالذبحة الصدرية. علاج قصور القلب.,الجرعة المبدأية المعتادة هي 2.5 مليجرام مرة واحدة يوميًا. يمكن زيادة هذه الجرعة تدريجيًا، حسب الحاجة، إلى حد أقصى قدره 20 مليجرام مرة واحدة يوميًا.
بلاستر طبي حرير 2.5 سم,Plaster Silk Blast 2.5 Cm,30,N/A,الأجهزة والمستلزمات الطبية,العناية بالجروح والحروق,N/A,No,,
ماكسيلاز شراب 100 مل,Maxilase Syrup 100 ml,57,سانوفى,العناية بصحة الأطفال,مضادات الالتهاب و التورم,ألفا الأميليز,No,دواء يحتاج إلى وصفة طبية يُستخدم لعلاج الالتهاب والورم.,تختلف الجرعة تبعًا لاحتياجات المريض الفردية. من المهم اتباع تعليمات الطبيب عند تناول هذا الدواء.
كانيولا مقاس 22 لون ازرق,Cannula Size 22 Blue,13,N/A,الأجهزة والمستلزمات الطبية,كانيولا و سرنجات,N/A,No,,
ليمتلس مغنيسيوم 150 مجم 30 قرص مغلف,Limitless Magnesium 150 mg 30 Film Coated Tablets,230,ليمتلس,فيتامينات & طعام صحي,ماغنسيوم,المغنيسيوم,No,,
يونيكتام 1.5 جرام فيال للحقن العضلي والحقن الوريدي,Unictam 1500 mg 1 Vial,56,شركة المهن الطبية,الأدوية,مضادات حيوية,أمبيسيلين + سولباكتام,No,يستخدم هذا الدواء لعلاج مجموعة متنوعة من الالتهابات البكتيرية ، بما في ذلك الالتهاب الرئوي ، والإنتان ، والتهابات الجلد.,تختلف حسب عمر المريض ووزنه وحالته
بيفاتراسين بخاخ بودرة 150 مل,Bivatracin Aerosol Powder 150 gm,83,أكديما,الأدوية,مضادات حيوية,باسيتراسين + نيومايسين,No,علاج ومنع العدوى الجلدية البسيطة، مثل الجروح والخدوش والحروق العدوى بعد العمليات العدوى الناتجة عن حروق قروح القدم السكرية والتقرحات الناتجة عن الاستلقاء الطويل,قم بتطبيق طبقة رقيقة من البودرة على المنطقة المتضررة 1-2 مرة يومياً.
ريباريل ان جل 40 جم,Reparil-Gel N 40 gm,58,ماداوس,الأدوية,مسكنات موضعية للالام,N/A,No,علاج الألم والالتهابات والتورم في العضلات والمفاصل والأوتار الناتجة عن الالتواء والشد العضلي والكدمات.,
سوفي فوط صحية سميكة طويلة جدًا بالمسك 14 قطعة × عبوتين,Sofy Maxi Thick Extra Long With Musk 14 Pads × 2 Packs,105,سوفي,العناية اليومية,فوط صحية,N/A,No,,
يوريفين-ان حبيبات فوارة 10 أكياس,Urivin-N Effervescent Granules 10 Sachets,31,امون,الأدوية,حصوات الكلى,كولشيسين+خيلين+بيبيرازين,No,,
لاميفين 1% كريم 15 جم,Lamifen Cream 15 gm,18,المجموعة المصرية للصناعات الدوائية,الأدوية,عدوى الجلد,N/A,No,هو دواء مضاد للفطريات يُستخدم لعلاج مجموعة متنوعة من العدوى الفطرية، بما في ذلك قدم الرياضي وحكة العانة والسعفة الجلدية.,الجرعة الموصى بها هي وضعه مرة واحدة في اليوم لمدة 7 أيام
كونترولوك 20 مجم 14 قرص,Controloc 20 mg 14 Gastro-Resistant Tablets,100,أسينو,الأدوية,مضادات الحموضة و قرحة المعدة,بانتوبرازول,No,العلاج قصير الأمد لأعراض الارتجاع (على سبيل المثال حرقة المعدة، ارتجاع الحمض) لدى البالغين.,20 مليجرام يوميا
تلفاست 180 مجم 20 قرص,Telfast 180 mg 20 Tablets,160,سانوفى,الأدوية,أدوية لا تسبب النعاس,فيكسوفينادين,No,تخفيف أعراض التهاب الأنف التحسسي الموسمي (حمى القش) والارتيكاريا المزمن مجهول السبب (خلايا النحل) لدى البالغين والأطفال الذين تبلغ أعمارهم 12 عامًا فما فوق.,قرص واحد (180 مجم) مرة واحدة يومياً
ميوكوستا 100 مجم 20 قرص,Mucosta 100 mg 20 Tablets,114,اوتسوكا,الأدوية,مضادات الحموضة و قرحة المعدة,ريباميبيد,No,العلاج والوقاية من التهاب المعدة وقرحة الاثني عشر تعزيز التئام التآكلات والقرح في الغشاء المخاطي للمعدة والاثني عشر تخفيف الأعراض المصاقرص لالتهاب المعدة وقرحة الاثني عشر ، مثل آلام البطن والحموضة المعوية وعسر الهضم,قرص واحد 3 مرات يوميًا ، بعد الوجبات
نيفيلوب 5 مجم 21 قرص,Nevilob 5 mg 21 Tablets,99,ماركيرل,الأدوية,أمراض القلب و الضغط و الدم,نيبيفولول,No,دواء مثبط لمستقبلات بيتا يستخدم لعلاج ارتفاع ضغط الدم يمكن أيضًا استخدامها لعلاج قصور القلب,خذ قرصًا واحدًا عن طريق الفم مرة يوميًا
زنك اوليف كريم 75 جم,Zinc Olive Cream 75 gm,95,شركة المهن الطبية,العناية بالأم والطفل,العناية بمنطقة الحفاض,N/A,No,,
ليميتليس اوسوفورتين د3 ( 5000 و.د ) 20 قرص مغلف,Limitless Ossofortin D3 5000 I.U. 30 Tablets,130,ليمتلس,فيتامينات & طعام صحي,فيتامين د,N/A,No,مكمل غذائي غني بفيتامين د3 لصحة العظام والصحة العامة.,
اليكا ام كريم 30 جرام,Elica-M Cream 30 gm,52,جمجوم فارما,الأدوية,عدوى الجلد,موميتازون فوروات + نترات ميكونازول,No,إليكا-إم كريم هو مزيج من الأدوية يُستخدم لعلاج التهيج والحكة الناتجة عن الالتهابات الفطرية للجلد.,
كيتولاك 30 مجم (للحقن العضلي والتنقيط الوريدي) 5 أمبولات × 2 مل,Ketolac 30 mg (I.M Or I.V Infusion) 5 Ampoules × 2 ml,60,العامرية,الأدوية,مسكنات وخافض الحرارة,كيتورولاك تروميثامين,No,دواء مضاد للالتهابات غير الستيرويدية (NSAID) مسكن مضاد التهاب مضاد للحرارة,30 مليجرام عن طريق الحقن العضلي كل 6 ساعات 30 مليجرام عن طريق الحقن الوريدي كجرعة واحدة أو 30 مليجرام كل 6 ساعات
كالسيترون 30 كبسولة,Calcitron 30 Capsules,174,نيرهادو,فيتامينات & طعام صحي,كالسيوم,N/A,No,,
جوانتي لاتكس 100 قطعة مقاس md,Latex Gloves Size Md 100 Pieces,250,N/A,الأجهزة والمستلزمات الطبية,القفازات,N/A,No,,
بريدوكايين كريم 15 جم,Pridocaine Cream 30 gm,55,جلوبال نابى,الأدوية,مخدر موضعي,ليدوكايين+بريلوكايين,No,تخدير الجلد قبل إجراءات معينة مثل إدخال الإبرة أو ترقيع الجلد أو جراحة الجلد بالليزر. تخفيف الألم والحكة الناتجة عن الأمراض الجلدية البسيطة مثل لدغات الحشرات وحروق الشمس واللبلاب السام.,تعتمد كمية الكريم المراد استخدامه على حجم المنطقة المراد علاجها ونوع الإجراء الذي يتم إجراؤه. اتبع تعليمات طبيبك بعناية.
جاراميسن كريم 0.1% 15 جم,Garamycin 0.1% Cream 15 gm,22,ممفيس,الأدوية,عدوى الجلد,جنتامايسين,No,كريم مضاد حيوي موضعي يستخدم لعلاجالالتهابات الجلدية التي تسببها البكتيريا مثل الالتهاب الخلوي والحروق.,تختلف الجرعة وفقًا لاحتياجات المريض الفردية. من المهم اتباع تعليمات الطبيب عند استخدام هذا الدواء.
فيتاسيد ج 1 جم 12 قرص فوار,Vitacid C 1 gm 12 Effervescent Tablets,54,سيد,فيتامينات & طعام صحي,فيتامين ج,فيتامين سي,No,,
فيوسيدرم كريم 15 جرام,Fusiderm 2% Cream 15 gm,44,ايفا فارما,الأدوية,عدوى الجلد,حمض الفوسيديك,No,علاج التهابات الجلدالناتجة عن البكتيريا ، مثل القوباء ، التهاب الجريبات ، والدمامل.,ضع طبقة رقيقة من الكريمة على المنطقة المصابة ثلاث مرات في اليوم.
ستيرونات نور 5 مجم 20 قرص,Steronate Nor 5 mg 20 Tablets,56,هاي فارم,الأدوية,علاج هرمونى,نوريثتيرون,No,يُستخدم ستيرونات نور كبروجيستوجين اصطناعي لعلاج النزيف الشديد خلال فترة الحيض (مينوراجيا) والنزيف الرحمي غير المنتظم.,تختلف جرعة ستيرونات نور حسب الحالة التي يتم علاجها. لنزيف الحيض الغزير، الجرعة المعتادة هي 5 مجم مرة واحدة يوميا لمدة 10-14 يوما، بدءا من اليوم الأول من الدورة الشهرية. لعلاج نزيف الرحم الغير منتظم، الجرعة المعتادة هي 5 مجم مرة واحدة يوميًا لمدة 14 يومًا، بدءًا من اليوم الأول من الدورة الشهرية.
